__v,_id,attributes,description,external_url,image,name,owner,token_id
0,61f6382035cfdb04593b52e3,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""86"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #86 - Tower #1,null,https://lh3.googleusercontent.com/S46Ac1w7Y-y7Cbp1FTPEpRBHW0bPUg4Ke9IrXn9pMs5YMWhjbdRX7fG9m8yEWBnFw3gM8vyeVCD-dpm6GWY2Q7QufB1pgu-brKFbjw,Apt #21 - Floor #86 - Tower #1,0xc0855f464261832aa43f1d9d9e1cc2aceef7c54b,215363625
0,61f6382035cfdb04593b52f7,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""86"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #86 - Tower #1,null,https://lh3.googleusercontent.com/-2ea1M9FVqBcJTK8DFBVmfn_BXqSmDtaJulTtPb5KmGU_Ir1ytqNrL9-F3yV27L_Qy7Yu_gR6GT43ajZ4LhiKKLwAN8NuoilwxrAFA,Apt #1 - Floor #86 - Tower #1,0xc6579e1c7797eedccc36e354907be27455723b45,214800729
0,61f6382035cfdb04593b52f9,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""79"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #79 - Tower #1,null,https://lh3.googleusercontent.com/jHzpBH6r3T-nF3ZataaD8RoEZUAlCg0QFS4d2riYKqgi8i6h-L6B9_W5fDaEgM7EYepe9xk03Vppis0M35CGBF_E6Py716-3rNnv,Apt #21 - Floor #79 - Tower #1,0x0000000000000000000000000000000000000000,210598094
0,61f6382035cfdb04593b530f,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""91"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #91 - Tower #1,null,https://lh3.googleusercontent.com/RWLJUu8-Qk1X2Mqd_B4Qw1_P4ykd6w0Vq3KPjAid1e6uildj6RCdKUXyJorwdwjfjt0pNIAtcTnXWqkdCghvX8CH1TEOzh1s1nnW0HA,Apt #21 - Floor #91 - Tower #1,0xa67286d1051a789f9fad1b9e18b43644f8786cd3,195582737
0,61f6382035cfdb04593b5323,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""91"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #91 - Tower #1,null,https://lh3.googleusercontent.com/ZsL9QOm0LNXnon6PvzNTyvhACJwmdaXpZeJ03DqOckJgDq8LXBezolZrvvHC_kj-eSdO_bihUgg8msy8WJ1WhiGN3mymf2d_9M2vPQ,Apt #1 - Floor #91 - Tower #1,0xae8636c46652ca3c854af9272d3c6c9917364130,195437644
0,61f6382035cfdb04593b5326,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""79"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #79 - Tower #1,null,https://lh3.googleusercontent.com/2DYYryc_wDA8lQcYwLEPmjwlI1JzXsMs3EYIbMUicJtlIqihE_lHbwOXkn2lXWxH1ok7rG-abwHjWjQ7xl0MOJhufqks-7TUkF1S,Apt #1 - Floor #79 - Tower #1,0x0000000000000000000000000000000000000000,193242618
0,61f6382035cfdb04593b532d,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""84"",""display_type"":null,""max_value"":null,""trait_count"":5,""order"":null}]",Apt #1 - Floor #84 - Tower #1,null,https://lh3.googleusercontent.com/CO2wtCeJi_0Ng6E1FnWOjIR0ZnNQb-kSpIWboy9xclCCB0v-QuKsGm1mj90pWfqVqIZwfI8VYvwHGuGtxMrR6DOvXpPGKR3t72y0xw,Apt #1 - Floor #84 - Tower #1,0xdcecc516ebe929c48b8b98b4fb0e1359413d1e33,183703529
0,61f6382035cfdb04593b532f,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""70"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #70 - Tower #1,null,https://lh3.googleusercontent.com/e2aVeIK3RmcHa0vRZAsSAoTR1TH48InyooZhtREdVv0dTyJYJrdHVda_vWDnKuLxvCzvrBhpXvGQkNrEHbYW-gFEE6NvXL8Xorup,Apt #21 - Floor #70 - Tower #1,0x0000000000000000000000000000000000000000,183062913
0,61f6382035cfdb04593b5343,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""70"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #70 - Tower #1,null,https://lh3.googleusercontent.com/TcS7BLaVxzirxqW8dldjEbNAHOTvdaAY02XvAEWjg8EmU7lpvo3xTR6twY2P26SOYDs8WNy2bjeG-SbI4OmI7Ng87oWKSivnIIvQ2A,Apt #1 - Floor #70 - Tower #1,0x0000000000000000000000000000000000000000,182968974
0,61f6382035cfdb04593b5345,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""74"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #74 - Tower #1,null,https://lh3.googleusercontent.com/HsWdTyf2YB3xgsaGouORPuGlyyk7hTcLX2TaL7yO3NsC_AmYXkRquuN6v0iQzhWOWrq92EQPfS0IKpGSwgM6bIaDlcYKrj7PbnmI,Apt #21 - Floor #74 - Tower #1,0x0000000000000000000000000000000000000000,181030970
0,61f6382035cfdb04593b5358,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""71"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #71 - Tower #1,null,https://lh3.googleusercontent.com/cp8TGER3RWDQZsC2a-1l3vqWiYKksE7Ma_ZMeGaZSgpuN0a934bWrqpAcC0pi9vGizDUxLjHuiKFPc97NhvQvVIjJ5csBHSrXz_P,Apt #21 - Floor #71 - Tower #1,0x0000000000000000000000000000000000000000,175243978
0,61f6382035cfdb04593b536c,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""71"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #71 - Tower #1,null,https://lh3.googleusercontent.com/TYZRqPwr1tnOcpsSiH8eEw-amOMQgBlxc6YJrNe_Ws8Kwk2Yd00iXxpzhj9fi9RWFXq_ih2xY-6VULOzaFasNOT9jdRILfeRxH2YrQ,Apt #1 - Floor #71 - Tower #1,0x1e6ecb95b8979fdfa1aaaa118c841f84b783c581,174939484
0,61f6382035cfdb04593b5381,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""72"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #72 - Tower #1,null,https://lh3.googleusercontent.com/JqhLDDbxrTyH2LXrZuUNlwa_kVSz_djvmWRAHjaCdbtP1jUsGsDvaZi9w7Fy72RRbvD6MP53zAyKoAR7hzbuS9Z2vxe0RNjnVmDvosA,Apt #1 - Floor #72 - Tower #1,0x0000000000000000000000000000000000000000,173293858
0,61f6382035cfdb04593b538d,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""98"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #98 - Tower #1,null,https://lh3.googleusercontent.com/re3Tbvse7dG1KeGQeIMlClw21yfq3VEBuuxiBOmki2zl869ybk2CivcwSgAemT8sDFYTWmrQcwQaUy4E85zh-3LfeZwi4CqqVC_5,Apt #21 - Floor #98 - Tower #1,0x0000000000000000000000000000000000000000,169628716
0,61f6382035cfdb04593b538b,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""99"",""display_type"":null,""max_value"":null,""trait_count"":13,""order"":null}]",Apt #1 - Floor #99 - Tower #1,null,https://lh3.googleusercontent.com/LwD8t33ExpQzNAsR96ZpsOAsu8pc-dAtHHYzkZrGciGytqhUBWgDJ1En_gFob_iW_Z5Gcz4i52cLO72IfhuGU6S9D03gOfKyUgE2Hg,Apt #1 - Floor #99 - Tower #1,0x13815fdaba8d57cde21640de9b6ed78160c7046c,169752215
0,61f6382035cfdb04593b53a1,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""98"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #98 - Tower #1,null,https://lh3.googleusercontent.com/nZnUxKfevgqB5eo9XO_BOjeQls-jyiC7dmAg_4hXa_9CLgIqBJ9wHLsUoNNhbmPspSUMT4C15NeBO0XxK5oA4RDtUdkWCqm06xskSeU,Apt #1 - Floor #98 - Tower #1,0xa83a74c209ddf22483c13b0c7e8cafa49edce501,169305050
0,61f6382035cfdb04593b53a4,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""68"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #68 - Tower #1,null,https://lh3.googleusercontent.com/mc2e_wS8jb1rPDIoOAQ3HtONWnlA5zsLklvUN7I8nGyc_tcfUuK8BFrCZYPRewPGkM9HFvAQgRI0h2FNp4C7icA4AZXZ9uVhCiIg,Apt #21 - Floor #68 - Tower #1,0x0000000000000000000000000000000000000000,164088154
0,61f6382035cfdb04593b53b8,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""68"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #68 - Tower #1,null,https://lh3.googleusercontent.com/F8RSQGKaPJllzID3ZkhcMwPlxMY67zJrUGHWAUXA506GQ191ICpExVdD91Rbf5-5WjM1SOvrfPSabhXxBJfcXoUCQUlDHZR4bOYFIg,Apt #1 - Floor #68 - Tower #1,0x0000000000000000000000000000000000000000,164038745
0,61f6382035cfdb04593b53bb,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""78"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #78 - Tower #1,null,https://lh3.googleusercontent.com/aW_lck-1fD5kcYeaUBvW90IzLw81UNpzn47_08sDBNOzTIo84El_yr7xdH3OkbEoZAwLXvCAROVhBhqfXdamBLxRI5SVmE27gDPpEQ,Apt #21 - Floor #78 - Tower #1,0x0000000000000000000000000000000000000000,161829041
0,61f6382035cfdb04593b53c8,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""74"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #74 - Tower #1,null,https://lh3.googleusercontent.com/RPMXtFM7_jJ2IC30YDPXMI8et0O5epAgVfAn1Mc9X0ugHbtBDVIh1Elzsibus6IWkqVAlfLa5UKIpJGI6tq5A28vH_bhwWZhQxxC,Apt #1 - Floor #74 - Tower #1,0x0000000000000000000000000000000000000000,158202196
0,61f6382035cfdb04593b53d2,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""44"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #44 - Tower #1,null,https://lh3.googleusercontent.com/6b5iemFhLlgvvA_oV1hP7YJa0e-Rf8cO0BJ5dvA1hvvrH7Tf9mdyK5xeyn0LeRNlTv1YDPvcyhp3xE_xPEEu2vgLCqPq_SlUpM5jHKU,Apt #21 - Floor #44 - Tower #1,0x0000000000000000000000000000000000000000,154652516
0,61f6382035cfdb04593b53e6,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""44"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #44 - Tower #1,null,https://lh3.googleusercontent.com/9G5i3IQj8FwV_fG1nv318JS3a_XppvGAa7_TvF8ybL3ROpcjirXnUp3uF1X9V-fUvvbmEwoxCMlaccimpuY__B1ayUBoUmOlkzPu2Q,Apt #1 - Floor #44 - Tower #1,0x7435557d9b8ce8bcdb4b05f074126fd8f16e609e,154577269
0,61f6382035cfdb04593b53f3,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""69"",""display_type"":null,""max_value"":null,""trait_count"":3,""order"":null}]",Apt #1 - Floor #69 - Tower #1,null,https://lh3.googleusercontent.com/xq966scb0RVtqPHcEvOGTYBeJswDJjSZJB78KVfMP52w2UEr_ckX4cwg8G9alWHtfhrvSEcvg9FWh6hkSGW4xarWg2spD_mg3SSq7A,Apt #1 - Floor #69 - Tower #1,0x0000000000000000000000000000000000000000,151885932
