__v,_id,owner,token_id
0,61f6382035cfdb04593b52b8,0x0000000000000000000000000000000000000000,108220
0,61f6382035cfdb04593b52b9,0xb3446ed015dde7547d552ebfac644743c22dd2f3,108219
0,61f6382035cfdb04593b52bc,0xcd1dbb791a11ee6a036c3e3e92671a511d6283fb,108216
0,61f6382035cfdb04593b52ba,0x8ba848c5f46f1f9e38e4493be715839d4519114a,108218
0,61f6382035cfdb04593b52bb,0xf99983c1b128b87bed9ae10ec19df12fefdeb822,108217
0,61f6382035cfdb04593b52bd,0x24cad34f53b9f13b5f1e7a4a81eba1c1dac5eba5,108215
0,61f6382035cfdb04593b52be,0xabb8f226f4c9ee38c8a88b8e554e6f1604add2bf,108214
0,61f6382035cfdb04593b52bf,0x3923ae61411f4fa9b6f2b6edd007d6e80c50119c,108213
0,61f6382035cfdb04593b52c0,0x1779520558daa20943947751bf42d0d82b6bdc78,108212
0,61f6382035cfdb04593b52c1,0xf02351e145a4df9bb956714e0b5b2e9d3027f127,108211
0,61f6382035cfdb04593b52c2,0x5a310b7e9f7aac1b795bac093030419f71393009,108210
0,61f6382035cfdb04593b52c3,0x91dc40e84ee71cea830633def178caedd77a7d40,108209
0,61f6382035cfdb04593b52c4,0x9f3d32e194331ccbaaf02152df886d3e10296fbb,108208
0,61f6382035cfdb04593b52c5,0x6a8b81a6e392bcd43a91b13bfc99e31bb8694710,108207
0,61f6382035cfdb04593b52c6,0x735e0301e31bdb21da25b224ab7a5a8d79c25e08,108206
0,61f6382035cfdb04593b52c7,0x3ce883660b9ada3e1ff29afc9991aa97fb961ee2,108205
0,61f6382035cfdb04593b52c8,0xc144c6f8fd379ef87ca0486d95eedce5006b1bd8,108204
0,61f6382035cfdb04593b52ca,0x0000000000000000000000000000000000000000,108202
0,61f6382035cfdb04593b52c9,0x0000000000000000000000000000000000000000,108203
0,61f6382035cfdb04593b52cc,0xf5ec6779d899e67497d99a18cf78c1280f9459aa,109322
0,61f6382035cfdb04593b52ce,0x0000000000000000000000000000000000000000,109320
0,61f6382035cfdb04593b52cf,0x1c59cdc6f89d7c436ed0cc537dcb195b38e6ebcd,109319
0,61f6382035cfdb04593b52d2,0xb0acf08a36de52e8f3c4f975971973f20781dba3,109316
0,61f6382035cfdb04593b52d1,0xb3557ba0d49bb21b43b2a5ac1db4b5258b8e6640,109317
0,61f6382035cfdb04593b52d3,0x217fdd41ecd3ce8d346ea7fd5a0357983ff5a91e,109315
0,61f6382035cfdb04593b52d4,0x9228c501a1360b06c21e0843b6a7a96436002dcc,109314
0,61f6382035cfdb04593b52d0,0x322b4d1dea0213047ff23dd7687b6e0fcc78e546,109318
0,61f6382035cfdb04593b52d5,0x76c46055a0f0cccbe47fbdc35a17b88027b657a3,109313
0,61f6382035cfdb04593b52d6,0x4282213c956b9ba62f56a0cda0dd9179e7a6f410,109312
0,61f6382035cfdb04593b52d7,0xcbde38ec5a7dea3526b6209010c64b44ee91b6c1,109311
0,61f6382035cfdb04593b52d8,0xe028e59d0284b9cefbf32057a6ac10b2e963895a,109310
0,61f6382035cfdb04593b52d9,0x3eb7311839c0ec74fcaf7f18457e8bbca912d188,109309
0,61f6382035cfdb04593b52da,0x5506c3d9545056099c6cac3d622d530f3ae1f5ee,109308
0,61f6382035cfdb04593b52db,0xa01346e29f3532af6f56cabcab07e703edb45e97,109307
0,61f6382035cfdb04593b52dc,0x9a6798bbb486ad11583f2f46f7de0d6bb960c6ea,109306
0,61f6382035cfdb04593b52dd,0x3da12715a1535454b09824a7d559d43d3e7aae5c,109305
0,61f6382035cfdb04593b52de,0xbd363599b9a7c532682affd88fd4109765636860,109304
0,61f6382035cfdb04593b52df,0x886184b91998dbdf947844606921f03405a3a4bc,109303
0,61f6382035cfdb04593b52e0,0x6bfa6b948af76082f3f2b59a225e2be147c5c2e7,109302
0,61f6382035cfdb04593b52e2,0xc0855f464261832aa43f1d9d9e1cc2aceef7c54b,108622
0,61f6382035cfdb04593b52e4,0x92c944c1ae06268414feaa625dad29839cd0220a,108620
0,61f6382035cfdb04593b52e5,0xa8ed8f8932f6c2e1c88b59a4a339e04646eeb1fe,108619
0,61f6382035cfdb04593b52e6,0x839b7d72ac4eacd85034d44fd7345533ea43be45,108618
0,61f6382035cfdb04593b52e7,0x70f0bbbb3488e17b93b2d3ede0bed4ee67c9cfcc,108617
0,61f6382035cfdb04593b52e8,0x9fd8ef7e3867e962b401bc7289272653fec11245,108616
0,61f6382035cfdb04593b52e9,0x29636a9d64b526be70b367ebe4fdecb54b4281d5,108615
0,61f6382035cfdb04593b52ea,0x2c262bc7a0815c097d1d7dc0514d3c87cabfb068,108614
0,61f6382035cfdb04593b52eb,0x9a3e5d3340267bfb0b6dab845630d35b844a317d,108613
0,61f6382035cfdb04593b52ec,0x26336ea0829cd88307032db2c8abaaa05e97e082,108612
0,61f6382035cfdb04593b52ed,0xc6b31d3a7b6b02e0ea9eea1fdf5320c4384b0fed,108611
0,61f6382035cfdb04593b52ef,0x9f222c4533507c1a5e986f03f6fa3d5321f04b08,108609
0,61f6382035cfdb04593b52f1,0x0f13ca2b20d18378ba0a8ecaada648d82227c994,108607
0,61f6382035cfdb04593b52f0,0x1091241a95531dd9e24e912343d774da2de5e565,108608
0,61f6382035cfdb04593b52ee,0x9fc181b94d47de12219d4d9e8d71f0fcd3e13f2b,108610
0,61f6382035cfdb04593b52f2,0xd8ba2be575c2832693bf116256d2591aedf42d7e,108606
0,61f6382035cfdb04593b52f3,0x8a93e113b62e009a4e3a04dde9cde3a440b7bf78,108605
0,61f6382035cfdb04593b52f4,0x8a919b906abf4160ffb8a21a739205896d3f89bb,108604
0,61f6382035cfdb04593b52f5,0xa5c6ec1ab56110d22ac7ef093ca4483c3ac7b844,108603
0,61f6382035cfdb04593b52f6,0xc5a92025a402e095e3f23e4adffb892e6b0cc3e3,108602
0,61f6382035cfdb04593b52f8,0x0000000000000000000000000000000000000000,107922
0,61f6382035cfdb04593b52fa,0xa11e6a4b791e93899f349d7e2c54cb4a97e0c867,107920
0,61f6382035cfdb04593b52fb,0x0d509fdc294f6c573e8c138cfbf8c71df7756d14,107919
0,61f6382035cfdb04593b52fc,0x5382a9270f342ca9c5dc077215c5270d2e388be3,107918
0,61f6382035cfdb04593b52fd,0xc23be914242330a2cb1f869cb96ddfd122f5666f,107917
0,61f6382035cfdb04593b52fe,0xbc60c83220536f843aed468d9e33704467da95f6,107916
0,61f6382035cfdb04593b52ff,0xeb3ebb09533203d70947ddc984094ca1a30e9f32,107915
0,61f6382035cfdb04593b5301,0xcf33a8c537e0120f0f3f65e4b4b297991bc8cd39,107913
0,61f6382035cfdb04593b5300,0x55cd7f38048b4d144a319b5156bfbe8a166d42b1,107914
0,61f6382035cfdb04593b5302,0xd5b492b48824d578ac008eb094c2ec036c2aa2f0,107912
0,61f6382035cfdb04593b5305,0x20a84d1e8d9cb972c9388cdbd967c1eed9df98b8,107909
0,61f6382035cfdb04593b5304,0xc8a9a8f569c61a6a061181ef61100e14759c27f1,107910
0,61f6382035cfdb04593b5306,0x0000000000000000000000000000000000000000,107908
0,61f6382035cfdb04593b5309,0x11472706ee209e8a1517696d166cd3eac45b6464,107907
0,61f6382035cfdb04593b5307,0x0000000000000000000000000000000000000000,109922
0,61f6382035cfdb04593b5308,0x06ae908a3ebb99f70caf27b9f9b52e8056f7df0c,104208
0,61f6382035cfdb04593b530a,0x39bf70b5a0b30b3e7d624f96fe0c1b4a848d2815,107906
0,61f6382035cfdb04593b530e,0x391e3a871e75e041fc16c70d8204ef7c6e327401,109122
0,61f6382035cfdb04593b530d,0x0000000000000000000000000000000000000000,107904
0,61f6382035cfdb04593b530b,0x3716afe6581e971814db027366a8f6c539715046,107905
0,61f6382035cfdb04593b530c,0x272d451267cb07e160a54998f15bc92edc7c21bc,109912
0,61f6382035cfdb04593b5303,0xd2df79b1cb6ca4520ead2d70d665d3d3eaba81fe,107911
0,61f6382035cfdb04593b5313,0x08c3cd53a356929f5914a50c5e6f9500c626cd20,109117
0,61f6382035cfdb04593b5310,0x438c89992f5b4a4ccc66ef2bf97c6449da5e8ce3,109120
0,61f6382035cfdb04593b5312,0x28ea6d93e131319823ea6c9b447c66bba6f3f379,109118
0,61f6382035cfdb04593b5311,0x0c1252909407fcace199fb184b58988ae1cd5650,109119
0,61f6382035cfdb04593b5315,0x273989f812aa472d6f7e6b98d48f08c7493299ec,109115
0,61f6382035cfdb04593b5314,0xf32e7e4a28d6a7b9774121b9e6d04d392509967e,109116
0,61f6382035cfdb04593b5316,0x184db429e20c29a7e72ba4d3b1cfaea1607ca69a,109114
0,61f6382035cfdb04593b5317,0xa12c56368c56c21fdf88c6282f235fa962849b23,109113
0,61f6382035cfdb04593b5319,0x6698620e2dc780d52b8b514cacb1b7d47a7e7b52,109111
0,61f6382035cfdb04593b531b,0x1ffd043030d517b9bd749a263f35244c0776651f,109109
0,61f6382035cfdb04593b5318,0x24d91a4e6e62cc03e8c7a9deec52181162dfe909,109112
0,61f6382035cfdb04593b531a,0xffd35d3c1f14991caa3d33e9e32c1e83ed9e2433,109110
0,61f6382035cfdb04593b531d,0x37133c70007c1194dab89cab5a3414ed1d860b46,109107
0,61f6382035cfdb04593b531c,0xb4dd974bb393c3a100260f19d11ee4eaf65cf451,109108
0,61f6382035cfdb04593b531e,0xad11cd3c1158c250b455bef3e26b720398f73d26,109106
0,61f6382035cfdb04593b531f,0x7f4aaa75f03d1598b092ae0e323bc430c015cca9,109105
0,61f6382035cfdb04593b5320,0xc836e829f6227255a712ec47a3fcfd74e606b6cd,109104
0,61f6382035cfdb04593b5321,0xa648b4ff446c7d2f6d71ec3d0361b2264aa17822,109103
0,61f6382035cfdb04593b5322,0x00dda6947ab3dad3e43de4c91bb91451ec73331a,109102
0,61f6382035cfdb04593b5324,0x0000000000000000000000000000000000000000,107903
0,61f6382035cfdb04593b5325,0xbfcfbdc87780c11a78e995ac2f30b115c9015f31,107902
0,61f6382035cfdb04593b5327,0xd1141b86b44c9337e24b8a7e9db53960df17eb35,108107
0,61f6382035cfdb04593b5328,0x57df10946ea58037582683bf1f9a0b06bef80c36,108106
0,61f6382035cfdb04593b5329,0xd191441efd409fb3ddf1992b0af2f9955d447c97,108405
0,61f6382035cfdb04593b532a,0x597552be8fb294b522cffeb8491fb518945f0597,108404
0,61f6382035cfdb04593b532b,0x844b8728d426964bf763d8da20b8918fc78d837f,108403
0,61f6382035cfdb04593b532c,0x2246c9d8b12f1305a29b8d2f42d4de206af3db48,108402
0,61f6382035cfdb04593b532e,0x0000000000000000000000000000000000000000,107022
0,61f6382035cfdb04593b5330,0x0000000000000000000000000000000000000000,107020
0,61f6382035cfdb04593b5331,0x0000000000000000000000000000000000000000,107019
0,61f6382035cfdb04593b5332,0x0000000000000000000000000000000000000000,107018
0,61f6382035cfdb04593b5333,0x0000000000000000000000000000000000000000,107017
0,61f6382035cfdb04593b5334,0x0000000000000000000000000000000000000000,107016
0,61f6382035cfdb04593b5335,0x0000000000000000000000000000000000000000,107015
0,61f6382035cfdb04593b5336,0x0000000000000000000000000000000000000000,107014
0,61f6382035cfdb04593b5337,0xc48fe4a72300bea52ae7a27b35961fb92b74e241,107013
0,61f6382035cfdb04593b5338,0x0000000000000000000000000000000000000000,107012
0,61f6382035cfdb04593b5339,0x0000000000000000000000000000000000000000,107011
0,61f6382035cfdb04593b533a,0x0000000000000000000000000000000000000000,107010
0,61f6382035cfdb04593b533b,0x0000000000000000000000000000000000000000,107009
0,61f6382035cfdb04593b533d,0x0000000000000000000000000000000000000000,107007
0,61f6382035cfdb04593b533c,0x0000000000000000000000000000000000000000,107008
0,61f6382035cfdb04593b533e,0x0000000000000000000000000000000000000000,107006
0,61f6382035cfdb04593b5341,0x0000000000000000000000000000000000000000,107003
0,61f6382035cfdb04593b533f,0x0000000000000000000000000000000000000000,107005
0,61f6382035cfdb04593b5340,0x0000000000000000000000000000000000000000,107004
0,61f6382035cfdb04593b5342,0x0000000000000000000000000000000000000000,107002
0,61f6382035cfdb04593b5344,0x0000000000000000000000000000000000000000,107422
0,61f6382035cfdb04593b5346,0x0000000000000000000000000000000000000000,107420
0,61f6382035cfdb04593b5347,0x3f34b6a69527f5f47815b8abe4e929a6d757f263,107419
0,61f6382035cfdb04593b5348,0xa1638a1634721744c38b6b70a67b6979e07aa487,107418
0,61f6382035cfdb04593b5349,0x9468473a2674222c79d9cce86d9fdf6ea52d8b46,107417
0,61f6382035cfdb04593b534b,0x2726c43c1679e46c757082fdb4f23a0afad06ae5,107415
0,61f6382035cfdb04593b534a,0x51ced357d0afaa0add66d87f8c667eaa4f2645dc,107416
0,61f6382035cfdb04593b534c,0x1ade5ff87bdb72e12a94592aca72a08f371aa7de,107414
0,61f6382035cfdb04593b534e,0x2d7500ee0b2a5a7ff61023cfeb9d3673dc5d593f,107412
0,61f6382035cfdb04593b534d,0x0264c4cabecafa630bf082155bd394eb6a48e7b8,107413
0,61f6382035cfdb04593b534f,0xffd35d3c1f14991caa3d33e9e32c1e83ed9e2433,107411
0,61f6382035cfdb04593b5350,0x0cc84f05086281d9420c5186949e6f4c2ede6c8c,107410
0,61f6382035cfdb04593b5352,0xf3463130910603726b2d6202e81b365b3870d53f,107408
0,61f6382035cfdb04593b5351,0x7768beb2b062dc7a7242d872219de436949bd3eb,107409
0,61f6382035cfdb04593b5353,0x06ae908a3ebb99f70caf27b9f9b52e8056f7df0c,107407
0,61f6382035cfdb04593b5355,0xf3429f6f25b77f97a77319d38649a85363cea78b,107405
0,61f6382035cfdb04593b5354,0x473612759e32f5b0d47d86dfc0249d86a4b82b66,107406
0,61f6382035cfdb04593b5357,0x0000000000000000000000000000000000000000,107122
0,61f6382035cfdb04593b5356,0xd0b93522492753462a7023aab27b29a7af81e583,107404
0,61f6382035cfdb04593b5359,0x6a87cdf4f12a76bed7ed218783a5c276ff9374e9,107120
0,61f6382035cfdb04593b535b,0xf5e7198a30c85b724c188e90c371631268d51565,107118
0,61f6382035cfdb04593b535a,0x5382a9270f342ca9c5dc077215c5270d2e388be3,107119
0,61f6382035cfdb04593b535c,0xad2577784b6df0c060549666a87b27ccfab94032,107117
0,61f6382035cfdb04593b5361,0x616aa2bbdb60a76a162c8c318c1fa372728b9a7d,107112
0,61f6382035cfdb04593b535e,0x6ed75480cc456f361beaead19dca760b52dbff8b,107115
0,61f6382035cfdb04593b535d,0x62ba81c2e45ab6720e2dfa0054fb01832a122311,107116
0,61f6382035cfdb04593b5360,0xf6d10c77203dc0d8eb6dac2b9450dcbbb34ccfc6,107113
0,61f6382035cfdb04593b535f,0x3c89b0e0d017eb62a414db34609b426344cb3141,107114
0,61f6382035cfdb04593b5363,0x14630dc133eb5d5238c33983a6117048cebab11f,107110
0,61f6382035cfdb04593b5362,0x934ed9286e207fdb1b6eba5714cbe53d205594b3,107111
0,61f6382035cfdb04593b5364,0x1dd915aa6d634f67b4356f5a9c25fe7035966371,107109
0,61f6382035cfdb04593b5365,0x13028b6ad338c0beb37b992f31cdc8a191efcb22,107108
0,61f6382035cfdb04593b5366,0xff4d7dec5c6a52206b52df1f670503ec760e03c4,107107
0,61f6382035cfdb04593b5367,0x9a11bfc9bb5cbabe7fdb88bd947b795a0c3ec8c3,107106
0,61f6382035cfdb04593b5368,0xf2c7f66a54a14d642c7998b05177f41b70398a01,107105
0,61f6382035cfdb04593b5369,0x7768beb2b062dc7a7242d872219de436949bd3eb,107104
0,61f6382035cfdb04593b536a,0x9c286bd84406455659a6f7a968a33b23ac01d38a,107103
0,61f6382035cfdb04593b536b,0xdaaeb07e236977ac027ff490db6f1b442cbf7aa3,107102
0,61f6382035cfdb04593b536d,0x8ebcf6c1f597ee1d85b7ee6aa5ea43385ad46fdd,109911
0,61f6382035cfdb04593b536e,0x6e6e37ff72e9aae916b1ea62b0ac944d0eb70b70,107220
0,61f6382035cfdb04593b536f,0x0000000000000000000000000000000000000000,107219
0,61f6382035cfdb04593b5370,0x5bdf69bc9fc070fffb8d24efc01bc3360091b73e,107218
0,61f6382035cfdb04593b5371,0x0000000000000000000000000000000000000000,107217
0,61f6382035cfdb04593b5372,0x0000000000000000000000000000000000000000,107216
0,61f6382035cfdb04593b5374,0x0000000000000000000000000000000000000000,107214
0,61f6382035cfdb04593b5373,0x0000000000000000000000000000000000000000,107215
0,61f6382035cfdb04593b5375,0x0000000000000000000000000000000000000000,107213
0,61f6382035cfdb04593b5376,0x0000000000000000000000000000000000000000,107212
0,61f6382035cfdb04593b5377,0x9593a156345ff9496701e16e3c5262dfb8ba6a46,107211
0,61f6382035cfdb04593b5378,0x3b2324e20e96dcf33aba7916516858013c88b949,107210
0,61f6382035cfdb04593b5379,0x271d52a030b09755390e997b3052ceccc0920008,107209
0,61f6382035cfdb04593b537a,0x0000000000000000000000000000000000000000,107208
0,61f6382035cfdb04593b537b,0x3acd10cfc183024a94ef1b6781f94915799de4fc,107207
0,61f6382035cfdb04593b537c,0x0000000000000000000000000000000000000000,107206
0,61f6382035cfdb04593b537e,0x0000000000000000000000000000000000000000,107204
0,61f6382035cfdb04593b537d,0xaa88580e65fb09ff45985a174660428879ee4792,107205
0,61f6382035cfdb04593b537f,0x0000000000000000000000000000000000000000,107203
0,61f6382035cfdb04593b5380,0x0000000000000000000000000000000000000000,107202
0,61f6382035cfdb04593b5382,0x0000000000000000000000000000000000000000,109910
0,61f6382035cfdb04593b5383,0x4060a1a4bda4c6fed217df1a9322ee026efdd869,109909
0,61f6382035cfdb04593b5385,0x6a8c92a828312f6b1d5728b2b6a3da65e416c043,109907
0,61f6382035cfdb04593b5384,0x501394fd91d1fe7e72939177f15b1d01f980ffaf,109908
0,61f6382035cfdb04593b5387,0x6da51449289e61876d64fb1c5650faf6f0780264,109905
0,61f6382035cfdb04593b5388,0xc23be914242330a2cb1f869cb96ddfd122f5666f,109904
0,61f6382035cfdb04593b5389,0x1ea575ec138e4f89890e7b74fe2222fe344e11ee,109903
0,61f6382035cfdb04593b538a,0xa543942c3b0b4c60c2e9f6a1fa2fda03c4036b3a,109902
0,61f6382035cfdb04593b5386,0x551947d2ae42aa562f1e36bcfc0134af0375cea7,109906
0,61f6382035cfdb04593b538e,0x02adbedfddcd3bacf742a3bb884759c085b43f35,109820
0,61f6382035cfdb04593b538c,0x0000000000000000000000000000000000000000,109822
0,61f6382035cfdb04593b538f,0x09fc840fd4277972bc0382eb53e93250a9878b88,109819
0,61f6382035cfdb04593b5390,0xe216bc44353de4a2e39ca8865b11d6d609b4ba35,109818
0,61f6382035cfdb04593b5391,0xacbcebfa3e4595dc180785df05da87ef128b2922,109817
0,61f6382035cfdb04593b5393,0x0000000000000000000000000000000000000000,109815
0,61f6382035cfdb04593b5392,0x7e97e044e721ad9b983fd4c2368f9655411edcdb,109816
0,61f6382035cfdb04593b5394,0xc796203ef3aa5d4787a530d2eb7ac49aa9a4f64b,109814
0,61f6382035cfdb04593b5395,0xf77a70aaeaaa57caa00415cd6eb77fcbe73f9975,109813
0,61f6382035cfdb04593b5396,0xbb881de3abb75598d02db3492c0aec88191c6eee,109812
0,61f6382035cfdb04593b5397,0x046a588b1dad129aab8b88f7359d7ebb35c985ee,109811
0,61f6382035cfdb04593b5398,0xba446292d853ef72a093edf5568defc6ca2f3d4b,109810
0,61f6382035cfdb04593b5399,0x1e2f1b37c8ec00b3ec46827db60835976963d287,109809
0,61f6382035cfdb04593b539a,0xd6e4f9693c05d8af67a40f1ccbc16318f6a5c524,109808
0,61f6382035cfdb04593b539b,0x7409c0d5547951a3db3bb057b03b861417c4c4b5,109807
0,61f6382035cfdb04593b539c,0x48fd18b383f962f121664a35c143b7ead924bdea,109806
0,61f6382035cfdb04593b539f,0xa6e2e3b149f7c71a547095b7527d58265cad990b,109803
0,61f6382035cfdb04593b539d,0x26b97863e9fe6de21d6a29b97d070abc7c50dbce,109805
0,61f6382035cfdb04593b53a0,0x2eb5da8ed1ee8d6a14b899b124ee22cb8cc7ad93,109802
0,61f6382035cfdb04593b539e,0xa6e2e3b149f7c71a547095b7527d58265cad990b,109804
0,61f6382035cfdb04593b53a3,0x0000000000000000000000000000000000000000,106822
0,61f6382035cfdb04593b53a2,0xf325ad3d351bf454d2276e9fa76aaae890a82adc,107403
0,61f6382035cfdb04593b53a5,0x0000000000000000000000000000000000000000,106820
0,61f6382035cfdb04593b53a6,0x0000000000000000000000000000000000000000,106819
0,61f6382035cfdb04593b53a7,0x0000000000000000000000000000000000000000,106818
0,61f6382035cfdb04593b53a8,0x0000000000000000000000000000000000000000,106817
0,61f6382035cfdb04593b53aa,0x0000000000000000000000000000000000000000,106815
0,61f6382035cfdb04593b53a9,0x0000000000000000000000000000000000000000,106816
0,61f6382035cfdb04593b53ab,0x0000000000000000000000000000000000000000,106814
0,61f6382035cfdb04593b53ac,0x0000000000000000000000000000000000000000,106813
0,61f6382035cfdb04593b53ae,0x0000000000000000000000000000000000000000,106811
0,61f6382035cfdb04593b53af,0x0000000000000000000000000000000000000000,106810
0,61f6382035cfdb04593b53ad,0x0000000000000000000000000000000000000000,106812
0,61f6382035cfdb04593b53b0,0x0000000000000000000000000000000000000000,106809
0,61f6382035cfdb04593b53b2,0x0000000000000000000000000000000000000000,106807
0,61f6382035cfdb04593b53b1,0x0000000000000000000000000000000000000000,106808
0,61f6382035cfdb04593b53b3,0x0000000000000000000000000000000000000000,106806
0,61f6382035cfdb04593b53b4,0x0000000000000000000000000000000000000000,106805
0,61f6382035cfdb04593b53b5,0x0000000000000000000000000000000000000000,106804
0,61f6382035cfdb04593b53b6,0x0000000000000000000000000000000000000000,106803
0,61f6382035cfdb04593b53b7,0x0000000000000000000000000000000000000000,106802
0,61f6382035cfdb04593b53b9,0x0000000000000000000000000000000000000000,106905
0,61f6382035cfdb04593b53ba,0x0000000000000000000000000000000000000000,107822
0,61f6382035cfdb04593b53bd,0x0000000000000000000000000000000000000000,107819
0,61f6382035cfdb04593b53bc,0x5f50aafe3920c227099919f6b5ce482e023b98fc,107820
0,61f6382035cfdb04593b53be,0x023db1dbfb114ab4964566e075b9de026341b6e2,107818
0,61f6382035cfdb04593b53bf,0x0000000000000000000000000000000000000000,107817
0,61f6382035cfdb04593b53c0,0x0000000000000000000000000000000000000000,107816
0,61f6382035cfdb04593b53c3,0x0000000000000000000000000000000000000000,107813
0,61f6382035cfdb04593b53c1,0x0000000000000000000000000000000000000000,107815
0,61f6382035cfdb04593b53c4,0x308f2ad50b643e8df8ab27d1f8eb58ff8b912af2,107812
0,61f6382035cfdb04593b53c5,0xcae6c8b1ecd291e97831fc23f3b6b9aec7fd552c,107811
0,61f6382035cfdb04593b53c2,0x0000000000000000000000000000000000000000,107814
0,61f6382035cfdb04593b53ca,0x488ff354fbd6ead755ab49318c75430d1314ef72,107519
