__v,_id,attributes,authorAddress,description,id,image_url,name,ownerAddress,ownerId,token_id,traits
0,61f626d62a1979445d402673,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #17 - Floor #92 - Tower #1 - Standard,237212641,https://lh3.googleusercontent.com/S8iqRfMBksONnr6a2EX7tcXBmKWUg73GT2MdXOL1D_at8CerV9PD-TP7OwEwwYMhlUXwQXLg1jlSKOxkf1NsfP2SpR-qXL9W2CGNig,Apt #17 - Floor #92 - Tower #1,0xe3c6e58095a2eec9ebd088166d14e3d5ae00d097,NullAddress,2206774564966433947166689696507183869586471703389774980152762797252688216065,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""17"",""display_type"":null,""max_value"":null,""trait_count"":83,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626d72a1979445d402675,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #16 - Floor #92 - Tower #1 - Standard,237206734,https://lh3.googleusercontent.com/Y7VWAeOTmi4tgD7rjHGqcl8Y0kT1B6wan8xAA_pR4np2rp3rq9olcJbDhPZJOYoFbvfk0mHDYh0HIl0xkTZ4H2Ky7sr1952iajXEIw,Apt #16 - Floor #92 - Tower #1,0x7bd3b61c1e14b09956f9243b2dc8030ee1686d6b,NullAddress,2206774564966433947166689696507183869586471703389774980152762796153176588289,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""16"",""display_type"":null,""max_value"":null,""trait_count"":83,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626d82a1979445d402677,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #15 - Floor #92 - Tower #1 - Standard,237203529,https://lh3.googleusercontent.com/ZGumG_B7NY7y0B25M3IdEf6wJs-FDyEdhY0m3J1ypmzeoi7yuFaZ9nsG8VzgQZ4IbvuAtfAywar-ZhE9qkidkwhtXLhh0EhWzlhiLg,Apt #15 - Floor #92 - Tower #1,0x142a496f8abdde2cefd809c9d467a28b78593d5e,NullAddress,2206774564966433947166689696507183869586471703389774980152762795053664960513,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""15"",""display_type"":null,""max_value"":null,""trait_count"":83,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626d92a1979445d402679,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #14 - Floor #92 - Tower #1 - Standard,237160833,https://lh3.googleusercontent.com/2g5j2mXJVYwjY15549e21pjx1NYqRPNKrRw9XqhpfDGEuYuosAp7xTbklXvGl7VQRiGlOsg6jnFg_9VNl0Cr9NXojIFeocGH65UlLw,Apt #14 - Floor #92 - Tower #1,0x942bc451b012ae43978ae75a1d2564906a8c9412,NullAddress,2206774564966433947166689696507183869586471703389774980152762793954153332737,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""14"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626da2a1979445d40267b,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #13 - Floor #92 - Tower #1 - Standard,237138781,https://lh3.googleusercontent.com/xXGK6WYDfv3G-OxZNhn7Oi7m2EinTvDmiNOgsjV1QKLmgeolt4vymSgEPfPSgW00TwG2e_5tITCHuMU9_sfIs3d3sQj4b8zDLcL3QA,Apt #13 - Floor #92 - Tower #1,0x64942a4618762d6eec711666ebfeb248d5bfa70e,NullAddress,2206774564966433947166689696507183869586471703389774980152762792854641704961,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""13"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626da2a1979445d40267d,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #12 - Floor #92 - Tower #1 - Standard,237136802,https://lh3.googleusercontent.com/wSP4aawpa-sJqUsnx04Sv7vUfX-55JoDBs663jjy5hYenQI7yufmSbwNsyxR-OHFBGUaSKkVyTvmopKzx2ICsm-0YwhhvIQQQZCfZds,Apt #12 - Floor #92 - Tower #1,0x800ea3663431c72ece331546ab522e9b8a2afbfb,NullAddress,2206774564966433947166689696507183869586471703389774980152762791755130077185,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""12"",""display_type"":null,""max_value"":null,""trait_count"":83,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626db2a1979445d40267f,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #11 - Floor #92 - Tower #1 - Standard,237115250,https://lh3.googleusercontent.com/R_1lpkJUy7lv6E19Jyubx69QpOtdlB65TwisEj6SxFfQo3shBng40xDRxEhcmLX_MmHUbW9u4CKehedlqCvVuzyk-zBeeI696kpoOg,Apt #11 - Floor #92 - Tower #1,0x363ddacb6f397cafc200b6b4c6d3d32bc865a7e1,NullAddress,2206774564966433947166689696507183869586471703389774980152762790655618449409,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""11"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626dc2a1979445d402681,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #10 - Floor #92 - Tower #1 - Standard,237113034,https://lh3.googleusercontent.com/oXTS9DB-Bdhs6h5RqBT_r0ArXEviJoFI3KaZHha5TtZEYqhljj3T3dbbQMRgjC8GdPFGE1c8SUEkMed7pVArs8hXBzoZLKC3IpSEXg,Apt #10 - Floor #92 - Tower #1,0x7b27f6b4b7bab89ff4bc659abbe6bfa4561be91f,NullAddress,2206774564966433947166689696507183869586471703389774980152762789556106821633,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""10"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626dd2a1979445d402683,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #9 - Floor #92 - Tower #1 - Standard,237097995,https://lh3.googleusercontent.com/6LZdkPMEbWp8DCjAs0nkcCT8HSEaHVMz7Bk6L61z6ADAtKSAf0cO8wXnTvpEz-xtZRVKRvUNxeHnsesfH6MCoT7iogwbzvvmJzI0hVI,Apt #9 - Floor #92 - Tower #1,0xadf0ef40f1db919b672b74ef5b567ecebaa9d024,NullAddress,2206774564966433947166689696507183869586471703389774980152762788456595193857,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""9"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626dd2a1979445d402685,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #8 - Floor #92 - Tower #1 - Standard,237082772,https://lh3.googleusercontent.com/8Pq3FsBibIKflm6lFv_tsfjTNCgcJknQqRZT5YiZ_5ub8UZWcZsl9kaVuA7Ylz_rxZOX4A0gPTCR0NKJmfcN73TKdL1v-qOKpxIb,Apt #8 - Floor #92 - Tower #1,0xe80087d9a345a1603c5e32d9c38ac159babf0cdc,NullAddress,2206774564966433947166689696507183869586471703389774980152762787357083566081,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""8"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626de2a1979445d402687,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #7 - Floor #92 - Tower #1 - Standard,237080705,https://lh3.googleusercontent.com/rydrPZh72g9KNxXaAOEu1lax7Ltf6q1wFMo3p7YuNB9Szmde_S2yraq1Gr4vaqaUFmtIPLSi_zBcbD0gLRYStIadG-FseHDzCKRTHg4,Apt #7 - Floor #92 - Tower #1,0x86926545b10ecdc3f736832ca4b202cc51a211cc,NullAddress,2206774564966433947166689696507183869586471703389774980152762786257571938305,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""7"",""display_type"":null,""max_value"":null,""trait_count"":87,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626df2a1979445d402689,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #6 - Floor #92 - Tower #1 - Standard,237078856,https://lh3.googleusercontent.com/NPs_h1NZ16h03o-D3uwqdCn9R8ws5_jmfForrYUq_2URrdSDGUuFmN-cgHy-gFSfnqFdFYaQS-c_sfxWS1Nvv0USrn7_Qqnonb0mxrM,Apt #6 - Floor #92 - Tower #1,0x946e47e5df688e5a445287a3d92e8eb20f6778c3,NullAddress,2206774564966433947166689696507183869586471703389774980152762785158060310529,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""6"",""display_type"":null,""max_value"":null,""trait_count"":85,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626e02a1979445d40268b,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #5 - Floor #92 - Tower #1 - Standard,237030228,https://lh3.googleusercontent.com/WMHh6sJntNC_1PfAsFdz0A8N48_E-2mLI9DVOkvzF7-nPY0NA8Zn0EPa0JVsDsWQe9YEQSV674MQ0Jd95nNLc2klRPa8EGAPlSjN4FU,Apt #5 - Floor #92 - Tower #1,0xcef843f17f68fd10d1e988c96135371bd91cb178,NullAddress,2206774564966433947166689696507183869586471703389774980152762784058548682753,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""5"",""display_type"":null,""max_value"":null,""trait_count"":87,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626e02a1979445d40268d,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #4 - Floor #92 - Tower #1 - Standard,237027416,https://lh3.googleusercontent.com/FMpCFA4cnmp6Weh0j-o-vJfu0RLrU89Bz-uUyE_YKBkiXQYjHMYEdkvsQcYlZ2fIbq2weL-Kbtj7ptoxdJw10shN6MkvJFS4kJB_X5c,Apt #4 - Floor #92 - Tower #1,0xb68108dce8e61cc6c800ad79cd9604e5f41124db,NullAddress,2206774564966433947166689696507183869586471703389774980152762782959037054977,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""4"",""display_type"":null,""max_value"":null,""trait_count"":87,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626e12a1979445d40268f,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #3 - Floor #92 - Tower #1 - Standard,237023914,https://lh3.googleusercontent.com/z1nq5zBkkMmeBK3_5NVdnBPSmKpk2GQmG51Wk_1HpIZoYvs229GUnbazSUAoydR5Vk50YTduj6OgGjBLOYvDA4Gt_D-UXYQyaX5cBQ,Apt #3 - Floor #92 - Tower #1,0xa9444ad9862cd95651a9a2e0a560896d5c3fa90d,NullAddress,2206774564966433947166689696507183869586471703389774980152762781859525427201,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""3"",""display_type"":null,""max_value"":null,""trait_count"":88,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626e22a1979445d402691,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #2 - Floor #92 - Tower #1 - Standard,237021954,https://lh3.googleusercontent.com/y3Zn6JjalgKYhHP2mdBRpAJwVXdfClucnWSSjr_F_T7EJwzrXl0c9Ti3HX70H_q0ysQp_rIG01NzFFLu10lxtp6OxkoZpI6jHPp2vw,Apt #2 - Floor #92 - Tower #1,0xa928052965e5e989927cdbbb77e408033c8e6506,NullAddress,2206774564966433947166689696507183869586471703389774980152762780760013799425,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""2"",""display_type"":null,""max_value"":null,""trait_count"":88,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626e32a1979445d402693,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #1 - Floor #92 - Tower #1 - Standard,237019041,https://lh3.googleusercontent.com/tDXU1zsNmAa3Wcnmi5JH6OuiccQwTHjn7p4G3TglrR1i4lmw4HlVTj97ufxfR1Q2AGp-XbyWB3jAyk1wNBwvAZKVk6vAVW5VVlD-F4Y,Apt #1 - Floor #92 - Tower #1,0xe805f2db399aff931b1686094c5e539a05992dfd,NullAddress,2206774564966433947166689696507183869586471703389774980152762779660502171649,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""92"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]"
0,61f626e42a1979445d402695,[],0x04e0fd79e542254e606aaa5b0752f0773cc7b943,Apt #4 - Floor #97 - Tower #1 - Standard,232485465,https://lh3.googleusercontent.com/PmD_1Kaavmge0fM3bnWXDhakdi71Hy_TtgPNnhR4HPuchO8-1eWGz6Wo46hV-qIMmGA6MkS2SPhvsdRe22_8qXJaXh-rjuU5NVAH,Apt #4 - Floor #97 - Tower #1,0x0000000000000000000000000000000000000000,NullAddress,2206774564966433947166689696507183869586471703389774980152762778560990543873,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Apartment"",""value"":""4"",""display_type"":null,""max_value"":null,""trait_count"":87,""order"":null},{""trait_type"":""Floor"",""value"":""97"",""display_type"":null,""max_value"":null,""trait_count"":10,""order"":null}]"
